"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2",6,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"3",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4",5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
"5",4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6",4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"7",3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9",4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11",6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"12",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"13",8,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0
"14",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"16",4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"17",5,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"18",5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"19",5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"20",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
