"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",6,1,1,0,1,0,1,1,0,1,0
"2",2,0,0,0,1,0,0,1,0,0,0
"3",8,1,1,1,0,1,1,1,1,1,0
"4",4,0,0,1,0,0,1,0,1,1,0
"5",4,0,0,0,1,1,0,1,0,1,0
"6",4,0,0,0,1,1,1,1,0,0,0
"7",3,0,0,0,1,0,0,1,1,0,0
"8",4,1,1,0,0,0,0,1,1,0,0
"9",6,1,1,1,1,0,0,0,1,1,0
"10",3,0,0,0,0,1,0,1,1,0,0
"11",2,0,0,1,0,1,0,0,0,0,0
"12",3,0,0,0,1,0,1,0,1,0,0
"13",6,1,1,1,0,0,1,1,0,1,0
"14",4,1,0,1,0,1,0,0,0,1,0
"15",2,0,0,0,0,0,1,1,0,0,0
"16",4,0,0,1,1,0,0,0,1,1,0
"17",1,1,0,0,0,0,0,0,0,0,0
"18",2,0,1,1,0,0,0,0,0,0,0
"19",4,1,0,0,0,1,1,0,1,0,0
"20",1,0,0,0,0,0,0,0,0,0,1
